progetto,proponente,procedura,info,doc,link_info,link_doc,stato_procedura,id,scadenza_osservazioni,avvio_istanza,province,comuni,regioni,tipologia
Progetto di un impianto agrivoltaico denominato Borgo Fraccia. di potenza pari a 24.125 MWp. da realizzarsi nei comuni di Monreale (PA). Camporeale (PA) e Alcamo (TP).,INERGIA SOLARE SICILIA S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10682,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10682/15896,Verifica amministrativa,15896,,2024-02-13,Palermo,"Monreale, Camporeale, Alcamo",Sicilia,Fotovoltaici
Progetto di fattibilità tecnica ed economica del Raddoppio Cosenza-Paola/S. Lucido (galleria Santomarco). CUP: J71J20000110008,Società RFI SpA Direzione Investimenti Area Sud Progetti Calabria,Verifica di Ottemperanza (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8920,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8920/15916,Conclusa,15916,,2024-02-13,Cosenza,"San Lucido, Montalto Uffugo, San Fili, Rende, San Vincenzo La Costa, Paola",Calabria,Opere ferroviarie
Parco Eolico denominato San Gavino Monreale composto da n°8 aerogeneratori e relative opere di connessione. per una potenza complessiva di 48 MW ed ubicato nel Comune di San Gavino Monreale (SU),Wind Energy San Gavino Monreale S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10702,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10702/15942,Verifica amministrativa,15942,,2024-02-13,Sud Sardegna,"Guspini, San Gavino Monreale",Sardegna,Impianti eolici onshore
Progetto di ripristino dello scarico di fondo della Diga di Muzzone (Comune di Oschiri e Comune di Tula. Provincia di Sassari),Enel Green Power Italia S.r.l.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10704,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10704/15944,Verifica amministrativa,15944,,2024-02-12,Olbia,"Tula, Oschiri",Sardegna,Opere portuali e vie navigabili
Progetto per la costruzione ed esercizio di un impianto agrivoltaico della potenza di picco pari a 36.083.52 kWp ubicato nel Comune di Este (PD) e delle relative opere di connessione alla RTN,K2 Solar S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10699,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10699/15935,Verifica amministrativa,15935,,2024-02-12,Padova,"Carceri, Ospedaletto Euganeo, Este",Veneto,Fotovoltaici
Progetto per la realizzazione di un impianto eolico costituito da 6 aerogeneratori di potenza unitaria pari a 6.8 MW. per una potenza complessiva di 40.8 MW. ubicato nei comuni di Turi (BA). Rutigliano (BA) e Conversano (BA). incluse le relative opere di connessione alla RTN ricadenti anche nei comuni di Casamassima (BA) e Acquaviva delle Fonti (BA). oltre ad un sistema di accumulo da 30 MW (cod. MYTERNA n. 202301232).,oceano rinnovabili S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10670,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10670/15871,Istruttoria tecnica CTPNRR-PNIEC,15871,2024-04-04,2024-02-12,Bari,"Turi, Casamassima, Rutigliano, Acquaviva delle Fonti, Conversano",Puglia,Impianti eolici onshore
Progetto di un impianto fotovoltaico denominato Olivola. di potenza pari a 77.99 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Benevento (BN).,RWE Renewables Italia S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10686,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10686/15902,Verifica amministrativa,15902,,2024-02-12,Benevento,Benevento,Campania,Fotovoltaici
Impianto Agrivoltaico avanzato con potenza complessiva pari a 24MWp situato in regione Luzzana e Cherchi. presso SP56 Bancali - Abbacurrente nel Comune di Porto Torres (SS) e delle relative opere di connessione alla RTN,SKI 27 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10700,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10700/15937,Verifica amministrativa,15937,,2024-02-12,Sassari,"Porto Torres, Sassari",Sardegna,Fotovoltaici
Progetto di innalzamento e consolidamento di preesistente scogliera. in Comune di Castelletto Sopra Ticino,Società TECHBAU HOLDING Srl,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7908,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7908/15921,Conclusa,15921,,2024-02-12,Novara,Castelletto sopra Ticino,Piemonte,Opere portuali e vie navigabili
Progetto di un impianto agro-fotovoltaico denominato S. Lucia 1. di potenza pari a 33.13 MW e delle relative opere di connessione alla RTN. da realizzarsi nel comune di Spinazzola (BT).,Solaria Promozione e Sviluppo Fotovoltaico srl,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10672,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10672/15874,Verifica amministrativa,15874,,2024-02-12,Barletta,Spinazzola,Puglia,Fotovoltaici
Impianto agro-fotovoltaico denominato SANTU LUSSURGIU della potenza di picco di 24.014.76 kWp e potenza in immissione 21.154 kW in località Su Mullone nel comune di Santu Lussurgiu (OR) e delle relative opere di connessione,DS ITALIA 16 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10628,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10628/15786,Istruttoria tecnica CTPNRR-PNIEC,15786,2024-03-20,2024-02-09,Nuoro,"Santu Lussurgiu, Macomer, Borore",Sardegna,Fotovoltaici
Centrale di cogenerazione di Ravenna - Installazione della Caldaia B 600 di taglia ottimizzata in sostituzione dell'esistente B 400,Enipower S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/1365,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/1365/15776,Conclusa,15776,,2024-02-09,Ravenna,Ravenna,Emilia Romagna,Centrali
Lavori di completamento del Centro intermodale di Pordenone: - Intervento 1: Allungamento dell'asta di manovra a m. 750. (Finanziamento: L.R. 28 dicembre 2017. n. 45. art. 6. commi dal 11 al 15) - spostamento interasse binario e nuovo muro di contenimento della scarpata. Intervento 2: Lavori di potenziamento e miglioramento della dotazione infrastrutturale del Terminal intermodale: Realizzazione di un fascio di binari per la sosta dei carri ferroviari. (Finanziamento: L.R. 6 agosto 2019. n. 13. art. 6. commi dal 13 al 17)] - eliminazione muro di contenimento del piazzale.,Interporto - Centro Ingrosso di Pordenone spa,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10695,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10695/15929,Verifica amministrativa,15929,,2024-02-09,Pordenone,Pordenone,Friuli Venezia Giulia,Interporti
Metanodotto Foligno-Sestino DN 1200 mm (48) P = 75 bar,SNAM RETE GAS S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/160,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/160/15904,Conclusa,15904,,2024-02-09,Pesaro e Urbino,"Sestino, Mercatello sul Metauro, Citta","Umbria, Marche, Toscana",Metanodotti
Potenziamento importazione Sud-tratta funzionale Sestino-Minerbio (BO) - Prescrizioni: 10. 13. 16. 17. 18. 19. 20. 9 e 3.b decreto esclusione 25650/DVA dell'1.08.2014 (8. 12. 14. 15. contenute nel D.G.R. Emilia Romagna n. 55 del 21/01/2013),SNAM RETE GAS S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/155,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/155/15917,Conclusa,15917,,2024-02-08,Arezzo,"Fusignano, Sestino, Sant","Emilia Romagna, Toscana",Metanodotti
Progetto definitivo per la realizzazione di un impianto agrovoltaico avanzato denominato Decimoputzu sito in Loc. Mitza Canna e Coddu Serra Gureu. nel Comune di Decimoputzu (SU) - di Potenza Nominale Impianto FV pari a 18.589 MWp - integrato con Sistema di accumulo 8.25 MW e collegamento alla RTN,Apollo Decimoputzu S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10666,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10666/15864,Verifica amministrativa,15864,,2024-02-08,Sud Sardegna,Decimoputzu,Sardegna,Fotovoltaici
Verifica del Piano di Utilizzo Terre. ex D.P.R. 120/2017. art. 9. Linea AV/AC Verona-Padova. 1° Lotto funzionale Verona-Bivio Vicenza.,Consorzio Iricav Due,Valutazione Impatto Ambientale (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7862,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7862/15932,Approvato con/senza prescrizioni,15932,,2024-02-08,Verona,"Verona, Vicenza",Veneto,Opere ferroviarie
Istanza di definizione dei contenuti dello Studio di Impatto Ambientale ai sensi dell'art.21 del D.Lgs. 152/2006 relativa al progetto di impianto eolico offshore di tipo floating denominato Parco eolico offshore Ardea di potenza pari a 800 MW per la produzione di energia elettrica. collocato nel Mar Tirreno.,NP Ardea Wind S.r.l.,Definizione contenuti SIA (Scoping),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10688,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10688/15909,Istruttoria tecnica CTVIA,15909,,2024-02-08,Roma,"Ardea, Aprilia",Lazio,Impianti eolici offshore
Progetto di un impianto eolico composto da n. 7 aerogeneratori di potenza unitaria pari a 7.2 MW. per una potenza complessiva di 50.4 MW. e da un sistema di accumulo di energia (bess) di potenza pari a 18 MW. da realizzarsi nel Comune di Torchiarolo (BR). in località Valesio. con opere di connessione alla RTN ricadenti anche nei comuni di San Pietro Vernotico (BR) e Cellino San Marco (BR). Codice pratica MYTERNA n. 202301758,Santa Chiara Energia S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10665,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10665/15863,Verifica amministrativa,15863,,2024-02-08,Brindisi,"San Pietro Vernotico, Cellino San Marco, Torchiarolo",Puglia,Impianti eolici onshore
Progetto di fattibilità tecnica ed economica del Lotto 1a Battipaglia-Romagnano della linea AV Salerno-Reggio Calabria (CUP: J71J20000110008) e interconnessione con la linea esistente Battipaglia - Potenza,Soc. RFI Direzione Investimenti Area Sud,Verifica di Ottemperanza (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8364,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8364/15911,Conclusa,15911,,2024-02-08,Salerno,"Contursi Terme, Campagna, Sicignano degli Alburni, Eboli, Battipaglia, Buccino",Campania,Opere ferroviarie
Progetto di un impianto fotovoltaico denominato FV Mineo. di potenza pari a 22.30 MW e delle relative opere di connessione alla RTN. da realizzarsi nei Comuni di Mineo e Caltagirone (CT).,SOLAR PV 10 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10660,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10660/15856,Verifica amministrativa,15856,,2024-02-08,Catania,"Mineo, Caltagirone",Sicilia,Fotovoltaici
Realizzazione della Nuova Diga Foranea del Porto Di Genova. Ambito Bacino Di Sampierdarena - P.3026,Autorità di Sistema Portuale del Mar Ligure Occidentale,Verifica di Ottemperanza (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8042,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8042/15953,Conclusa,15953,,2024-02-07,Genova,Genova,Liguria,Opere portuali e vie navigabili
Realizzazione delle vasche di colmata nella costa nord del Porto di Olbia - ex stabilimento Palmera - e loro completamento e allestimento per ospitare cantieristica navale da diporto,S.N.O. Service s.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10635,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10635/15811,Verifica amministrativa,15811,,2024-02-07,Sassari,Olbia,Sardegna,Opere portuali e vie navigabili
Progetto Definitivo del Completamento degli interventi sul porto di Ortona (approfondimento dragaggio. prolungamento diga sud),A.R.A.P. Azienda Regionale Attività Produttive,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10601,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10601/15739,Istruttoria tecnica CTVIA,15739,2024-04-26,2024-02-06,Chieti,Ortona,Abruzzo,Opere portuali e vie navigabili
Progetto di un impianto agrivoltaico della potenza nominale pari a 19.76 MW e relative opere di connessione alla RTN da realizzarsi nel Comune di Foggia in località Masseria Rossi,Altavilla 3 S.r.l.,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10694,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10694/15928,Verifica amministrativa,15928,,2024-02-06,Foggia,Foggia,Puglia,Fotovoltaici
Realizzazione del nuovo scarico di superficie ausiliario in sponda sinistra della Diga di Barcis sul torrente,Cellina Energy S.r.l.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8927,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8927/15762,Conclusa,15762,,2024-02-06,Pordenone,Barcis,Friuli Venezia Giulia,Impianti idroelettrici
Progetto di un impianto agrivoltaico denominato AGV CUDDIA. di potenza pari a 32.67 MW e delle relative opere di connessione alla RTN. da realizzarsi nei Comuni di Trapani e Marsala (TP),Ecosicily 3 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10659,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10659/15855,Verifica amministrativa,15855,,2024-02-06,Trapani,"Marsala, Trapani",Sicilia,Fotovoltaici
Progetto di un impianto per la produzione di energia elettrica da fonte solare denominato Oppido AgriFV. di potenza DC 15.52 MWp e potenza AC di immissione in RTN pari a 14.40 MW. in configurazione 1P agrivoltaico avanzato. da realizzarsi nel Comune di Oppido Lucano (PZ). in località La Petrara. con opere di connessione alla RTN ricadenti nel medesimo comune. Codice pratica MYTERNA n. 202202586,Engie Oppido S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10675,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10675/15885,Verifica amministrativa,15885,,2024-02-06,Potenza,Oppido Lucano,Basilicata,Fotovoltaici
Progetto di un impianto agrovoltaico denominato AgriTuscia di potenza di picco pari a 11.70 MWp e potenza nominale pari a 11.14 MWac integrato con un sistema di accumulo da 15 MW. da realizzarsi nei comuni di Ischia di Castro e Valentano.,ICA REN SEI S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10602,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10602/15741,Conclusa,15741,,2024-02-06,Viterbo,"Ischia di Castro, Valentano",Lazio,Fotovoltaici
Asse ferroviario Palermo-Catania-Messina. Raddoppio della tratta ferroviaria Bicocca-Catenanuova,Rete Ferroviaria Italiana S.p.A.,Varianti (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7105,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7105/15900,Istruttoria tecnica CTVIA,15900,,2024-02-06,Catania,"Messina, Catania",Sicilia,Opere ferroviarie
Progetto di un impianto agro-fotovoltaico. denominato FV_CANDELA. della potenza complessiva di picco pari a 17.40 MWp. includente le relative opere di connessione alla RTN. da realizzarsi in Località Le Coste. nel Comune di Candela (FG).,Alter Due S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10654,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10654/15850,Verifica amministrativa,15850,,2024-02-05,Foggia,Candela,Puglia,Fotovoltaici
Progetto di un impianto agrivoltaico denominato FV_CIOMMARINO. di potenza pari a 39.78 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Sant'Agata di Puglia (FG),Alter Due S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10658,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10658/15854,Verifica amministrativa,15854,,2024-02-05,Foggia,Sant,Puglia,Fotovoltaici
Centrale Idroelettrica San Giacomo al Vomano - Ripristino funzionale canale di gronda Ruzzo Mavone e opere di presa dissestate nel Comune di Isola del Gran Sasso d'Italia (TE),ENEL Produzione S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10614,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10614/15755,Istruttoria tecnica CTVIA,15755,,2024-02-05,Teramo,Isola del Gran Sasso d,Abruzzo,Impianti idroelettrici
Progetto per la realizzazione di un impianto eolico denominato Aquilone 1. costituito da 29 aerogeneratori di potenza unitaria pari a 7.2 MW. per una potenza complessiva di 208.8 MW. da realizzarsi nel territorio comunale di San Severo (FG). incluse le relative opere di connessione alla RTN ricadenti anche nel Comune di Torremaggiore (FG) (cod. MYTERNA n. 202304934).,NVA Aquilone S.r.l.,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10667,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10667/15866,Comunicazione a enti competenti rilascio autorizzazioni ambientali,15866,,2024-02-05,Foggia,"San Severo, Torremaggiore",Puglia,Impianti eolici onshore
Rifacimento metanodotto Ravenna Mare-Ravenna Terra ed opere connesse,SNAM RETE GAS S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/1730,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/1730/15795,Conclusa,15795,,2024-02-05,Ravenna,Ravenna,Emilia Romagna,Metanodotti
Progetto di un impianto fotovoltaico denominato CASTEL VOLTURNO. della potenza nominale pari a 28.627 MWp da realizzarsi nel Comune di Castel Volturno (CE) e del relativo elettrodotto di connessione alla RTN nei comuni di Castel Volturno (CE). Mondragone (CE) e Cancello e Arnone (CE).,Solar Venetus S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10655,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10655/15851,Verifica amministrativa,15851,2024-03-27,2024-02-05,Caserta,Castel Volturno,Campania,Fotovoltaici
